,Hashtags,Sentiment,SentimentClass,date,geo,id,retweets,text,username
2853,,0.125,Positive,2020-04-24 18:57:07+00:00,,1253759893770768389,27,"Worldwide, Covid 19 spread has been traced to religious gatherings. Mind-boggling why Zambia would reopen churches as infection no.s rise. In Pente churches where screaming is the method of worship, the droplets in the air will be 2nd only to those on dewy grass in the morning.",LauraMiti
2854,#WIW2020 #VaccinesWork,-0.25,Negative,2020-04-24 18:33:37+00:00,,1253753981890965514,1,The digital and data tools first introduced by the BID Initiative and @PATHtweets in Tanzania and Zambia to strengthen immunization services can be used to understand and curb the devastating impacts of pandemics like COVID-19. https://bit.ly/353lxyR #WIW2020 #VaccinesWork,BIDInitiative
2855,#zambia,0.1,Positive,2020-04-24 18:29:59+00:00,,1253753065703968768,0,"Pf is scandalising the covid-19 pandemic by stealing covid-19 donations both monetary &amp; materials, committing moral &amp; ethical criminality against Zambians.#zambia",chola_neene
2856,#Zambia,0.0,Neutral,2020-04-24 18:27:41+00:00,,1253752487317831681,78,We salute all that are on the frontline in the fight against COVID-19. #Zambia ,HHichilema
2857,#Covid #developingworld #WorldMalariaDay #Zambia #Rotary,-0.2638888888888889,Negative,2020-04-24 18:21:45+00:00,,1253750995475214339,1,The effects of #Covid-19 are hard for us in the UK to deal with. But the potential threat to vulnerable communities in the #developingworld is a growing concern. Read https://bit.ly/2Vzb7nr about @TransaidOrg's work which we helped support #WorldMalariaDay #Zambia #Rotary,RotaryCantUK
2858,,0.0,Neutral,2020-04-24 18:08:37+00:00,,1253747688404692992,0,BREAKING! Zambian president has reopened the churches amidst the raising number of cases of coronavirus COVID-19 which now stands at 84 cases... This means that Zambia should now expect the rapid spread of coronavirus... ,Osinachi6Media
2859,#Covid_19 #zed #Zambia #coronavirus,0.0,Neutral,2020-04-24 18:01:50+00:00,,1253745983508398087,0,@Mwebantu mwacilabako cimo. #Covid_19 #zed #Zambia #coronavirus,chibalechipepo
2860,#zambia,-0.040625,Negative,2020-04-24 17:58:32+00:00,,1253745154328010756,0,I don’t mean to be iconoclastical but the decision to open churches amid covid-19 pandemic is unreasonable in the Wednesbury sense. We might as well open everything so that people can resume their normal way of life...#zambia,kelekwai23
2861,,-0.4404761904761905,Negative,2020-04-24 17:33:49+00:00,,1253738931050479616,2,"18% covid cases in Zambia is health workers. Sounds like highest in the world. On that metric US should have 160,000 sick. Buy they have less than 10,000. We will run our of docs and nurses b4 we even need ventilators",KChisola
2862,#Covid_19 #Covid_19 #Zambia,0.37083333333333335,Positive,2020-04-24 17:28:42+00:00,,1253737646125453312,0,With more testing and social distancing the @EdgarCLungu administration can defeat the #Covid_19 .Hope Gov extends mass testing to all the suspected hot spots. 1500 to 2000 tests per day can give a good indication of where the country is with infections. #Covid_19 #Zambia ,Transconglobal
2863,,0.24242424242424246,Positive,2020-04-24 17:24:27+00:00,,1253736574275276804,0,"8 More test positive to Covid-19 in Zambia, Total now 84 https://zambianews365.com/8-more-test-positive-to-covid-19-in-zambia-total-now-84/",news365coza
2864,#FridayFlowFacts #staysafestayhome #periodsdontstopforpandemics,0.10000000000000002,Positive,2020-04-24 17:13:55+00:00,,1253733926255955971,1,"#FridayFlowFacts COVID-19 health &amp; safety donation day at Twatasha Center in Kawama, Mufulira. Zambia has a total of 76 confirmed cases of COVID19 and no cases yet in Kawama ward which has a population of 6953 people. #staysafestayhome #periodsdontstopforpandemics",HerzMovement
2865,,0.0,Neutral,2020-04-24 17:06:57+00:00,,1253732171954733056,2,Covid 19- 1 Zambia - 0,muhriienuh
2866,,0.07575757575757576,Positive,2020-04-24 17:02:58+00:00,,1253731168677175306,0,"Now that the number of positive COVID-19 cases is increasing... they decide to open Churches, Mosques and Hindu halls. Allowing people to interact and spread the virus. Utterly bewildering! I wonder who advises our leaders in Zambia!",ClementSichimwa
2867,,0.1375,Positive,2020-04-24 17:00:46+00:00,,1253730615704387585,0,"On the blog in light of the suspension of UD summer programs due to COVID-19, 2019 HRC fellow, Miranda, reflects on her experiences in Zambia: https://udayton.co/JXN/ @univofdayton @FlyerNews @UDaytonCAS",udhumanrights
2868,,-0.375,Negative,2020-04-24 16:39:24+00:00,,1253725238900244482,0,"What a way of killing Christians, by letting them go to church so that they can get infected,even in America churches are closed why should Zambia allow people go to church when there is covid 19,it’s a death trap !it’s absurd !",lisa25945495
2869,,-0.1277777777777778,Negative,2020-04-24 16:30:18+00:00,,1253722947837210627,0,FAZ MOOTS COVID-19 LIFELINE ...THE Football Association of Zambia (FAZ) has proposed a mitigation package for administrative challenges faced by clubs arising from the impact of the Covid-19 partial lock down. READ STORY: https://www.thezambiansun.com/2020/04/24/faz-moots-covid-19-lifeline/,SunZambian
2870,,-0.17844155844155846,Negative,2020-04-24 16:25:52+00:00,,1253721832643067904,0,"In Zambia 18% of confirmed covid are health care workers..by US ratio of infection, that should be 160k sick healthcare pros. Instead they only have about 9k sick over three. We will need new docs n nurses b4 we need ventilators.",KChisola
2871,,0.21458333333333332,Positive,2020-04-24 16:18:01+00:00,,1253719856832110597,15,"2 covid-19 Cases , churches were closed Bars remained operating. 84 Cases and 3 deaths!! Churches are opening Welcome to Zambia a Christian nation risking people’s lives ",luciyaya1
2872,#coronavirus #COVID19 #COVID_19,0.13636363636363635,Positive,2020-04-24 16:10:21+00:00,,1253717926349340674,0,"UPDATE: New cases of #coronavirus #COVID19 #COVID_19 in US (+837, tot. 872122), Dominican Republic (+206, tot. 5749), Czechia (+48, tot. 7236), Norway (+43, tot. 7444), Mozambique (+19, tot. 65), Zambia (+8, tot. 84), Burma (+4, tot. 143)",VoiceToData
2873,,-0.2047619047619048,Negative,2020-04-24 16:01:49+00:00,,1253715780539211776,0,"Our women in Zambia should do the right thing,please stay home,papas are dangerous than covid-19, we know nothing about containing them,at least we know something about covid-19, come Saturday,come Sunday,stay home,stay home please,worship inside your house,please.",chola_neene
2874,,0.0,Neutral,2020-04-24 16:01:04+00:00,,1253715591090917378,1,Zambia’s budget in disarray over COVID-19 pandemic https://www.von.gov.ng/zambias-budget-in-disarray-over-covid-19-pandemic/,voiceofnigeria
2875,,-0.016666666666666666,Negative,2020-04-24 15:53:19+00:00,,1253713641066639364,0,"There has been no social distancing, there has been no reduced movement, people are wearing masks and leaving their noses exposed, buses are still quite crowded, markets are crowded. Zambia is going to be Africa's Italy with this COVID 19 outbreak",NgomaMwimbu
2876,,0.5,Positive,2020-04-24 15:52:08+00:00,,1253713343552065538,1,"On Wednesday, @Airtel_Zambia donated K5m to the COVID-19 fight. More details here ",techtrends_zm
2877,,0.0,Neutral,2020-04-24 15:42:01+00:00,,1253710795973767168,0,Zambia covid- 19 ,Babymazuba
2878,,0.0,Neutral,2020-04-24 15:34:11+00:00,,1253708825171038208,0,"CONTACT TRACING: IT'S MORE COMPLICATED THAN WE ARE MAKING IT SEEM, CASE IN POINT, FACTS ABOUT THE 2 CHINGOLA COVID-19 PATIENTS. =================== The man left Zambia by train for Tanzania on 23rd March 2020 for… https://www.instagram.com/p/B_XmoDsFInp/?igshid=9rrfn8cx14b",chilutaya
2879,#StayHome #StayHome #Covid_19,0.0590909090909091,Positive,2020-04-24 15:31:02+00:00,,1253708031889510400,3,"Zambia has reported 8 new Covid-19 cases brings total to 84. Places of worship to resume normal activities, ‘Non-contact' sports like tennis &amp; golf and barbers &amp; salons to continue to operate as long as guidelines are followed. @AfricaCDC @WHOAFRO #StayHome #Covid_19",Consumers_Kenya
2880,#OpenTheChurches #Zambia,0.017870670995670992,Positive,2020-04-24 15:20:21+00:00,,1253705345005948928,0,"I mean, where else does one begin to analyse the impact of large gatherings, in preparation for a new social order for the establishment of a post-covid society? #OpenTheChurches #Zambia ",MrChitah
2881,,0.0,Neutral,2020-04-24 15:11:09+00:00,,1253703028244467712,1,Since we don't have the monies to help out the flood victims in the northern region of Zambia and in the fight against Covid-19 I propose (USD1-K18: 1. Let's sell the presidential jet (he can borrow the one ku airways when this is over) 2. Let's sell 20 of the $1m firetrucks.,francis_mulako
2882,#CovidLockdown #covidzambia,-0.3125,Negative,2020-04-24 15:06:27+00:00,,1253701846646116353,0,Shit!! BUYER AH TEMBENUKA KWASILA #CovidLockdown #covidzambia,Draysayz
2883,,0.0590909090909091,Positive,2020-04-24 14:58:58+00:00,,1253699962048741381,1,President Lungu of Zambia says 8 new Covid-19 cases brings total to 84. Announces that places of worship can resume normal activities as long as guidelines are followed. ‘Non-contact’ sports like tennis &amp; golf are now allowed. Barbers/salons to continue to operate.,kibona2019
2884,,-0.05625,Negative,2020-04-24 14:53:50+00:00,,1253698669997707266,0,"It’s interesting churches in zambia have been opened by the president after been closed due covid 19,but how will they be singing with Masks on? Of course I know people have run out of tithe and want tithe but this is at a wrong time. ",MisheckKakonde
2885,#Zambia,0.028125000000000004,Positive,2020-04-24 14:52:12+00:00,,1253698261816352769,0,"Ba #Zambia as much as we need it, I believe it's still a little too early to open places of worship amid Covid-19. Let's learn from what's happening in Tanzania.",Fofanasia44
2886,,0.0,Neutral,2020-04-24 14:50:26+00:00,,1253697817480175616,0,Covid in Africa si dice fame - https://ift.tt/2Y8Ry7v - Domenica 26 aprile dalle 15:30 alle 17:30 Forum di Amani con Padre Kizito e altri ospiti per capire gli effetti della pandemia in Kenya e in Zambia. Guarda la diretta dalla pagina Facebook! Covi… https://ift.tt/2yKWYur,UnitaNews
2887,#Zambia,0.03333333333333333,Positive,2020-04-24 14:40:41+00:00,,1253695360620527618,0,"#Zambia People who brought Covid-19 from Pakistan are once again allowed to congregate. Ramadan means 1. Communal gatherings in mosques for night prayers 2. Dinners with family and friends at sunset 3. Eid, the biggest social holiday for Muslims signalling the end of Ramadan.",Mutheliso
2888,#covid19zambia #StayHome #StayHome #Zambia #COVID19 #coronavirus,0.21212121212121213,Positive,2020-04-24 14:36:30+00:00,,1253694309502681088,1,Republican President Dr. Edgar Chagwa Lungu has announced that the country has recorded eight (8) new COVID-19 cases in the last 24hours. #covid19zambia #StayHome #Zambia #COVID19 #coronavirus,UNZA_Media_Hub
2889,,0.0590909090909091,Positive,2020-04-24 14:32:58+00:00,,1253693422017355777,33,President Lungu of Zambia says 8 new Covid-19 cases brings total to 84. Announces that places of worship can resume normal activities as long as guidelines are followed. ‘Non-contact’ sports like tennis &amp; golf are now allowed. Barbers/salons to continue to operate. ,samirasawlani
2890,#M4Zpicturestory,-0.3333333333333333,Negative,2020-04-24 14:19:26+00:00,,1253690013503696897,0,"FQM Zambia isn’t taking any risks with employees' health during the COVID-19 crisis. Screening for malaria, cardiovascular disease -- and anything that can predispose you to serious illness -- is offered at site entrances. #M4Zpicturestory",mining4zambia
2891,#covid19zambia #Covid_19 #OpenParlyZED #Zambia #ZedTwitter,0.0010101010101010073,Positive,2020-04-24 14:19:19+00:00,,1253689983623401474,2,"#covid19zambia Update as of April 24th, 2020: 8 new cases of #Covid_19 have been recorded from 398 tests done in the last 24hrs. This brings the number of active cases to 44. #OpenParlyZED #Zambia #ZedTwitter",OpenParlyZED
2892,,-0.4,Negative,2020-04-24 14:16:54+00:00,,1253689378368557056,12,"If Covid-19 gets worse in Zambia, they will have to delay the elections. Incase you’re looking for an explanation. That’s that on that ",_AldwinC
2893,#Authentic #NewNarrative #AtTheSourceOfYourStory,0.3181818181818182,Positive,2020-04-24 14:12:52+00:00,,1253688362231304192,0,COVID-19 UPDATE Zambia records eight new cases of COVID-19. #Authentic #NewNarrative #AtTheSourceOfYourStory,Spring24TV
2894,#AfricaHopeFund #EducationforZambia #wildlifeconservation,0.2,Positive,2020-04-24 14:02:34+00:00,,1253685768024973313,0,"We are very concerned about the impact of COVID-19 on the areas we support in Zambia. Children are out of school, teachers out of work, &amp; poaching on the rise. Help by donating on May 5th. https://www.africahopefund.org/donate #AfricaHopeFund #EducationforZambia #wildlifeconservation",AfricaHopeFund
2895,,0.0,Neutral,2020-04-24 13:59:32+00:00,,1253685005768949760,4,Players from Africa/Glasgow on the Ball running 8500km to support Covid-19 work in Zambia @andrewjenkin @AfricaOnTheBall @GlasgowOn,Graeme_Macphers
2896,,-0.8,Negative,2020-04-24 13:50:00+00:00,,1253682609084944387,0,one person with COVid-19 will go to church on sunday and zambia will be sent into a tailspin ... I really hate it here,DouxBebe02
2897,#covid19 #Zambia,0.3,Positive,2020-04-24 13:49:11+00:00,,1253682401802412033,0,"ZAMBIA HAS 84 COVID-19 CASES President Lungu has addressed the nation on further measures to be undertaken to curb the spread of coronavirus. 8 more cases have been confirmed today, 4 of whom are health personnel. @EdgarCLungu @MYZNBC #covid19 #Zambia ",NewsZambiaNews
2898,,0.06818181818181818,Positive,2020-04-24 13:48:51+00:00,,1253682316783869954,0,"Covid-19 update in Zambia: 8 new cases today, that's, 4 medical personnel and 4 cases from the community.",chikomo_owen
2899,#Zambia #Covid_19,0.26666666666666666,Positive,2020-04-24 13:44:37+00:00,,1253681250499473408,0,This national address is just showing me the end of us cause how are people supposed to social distance in a hair salon like the person braiding your hair is literally on top of you &amp; at church don't even get me started #Zambia #Covid_19,King_Mumbi
2900,,0.04545454545454545,Positive,2020-04-24 13:40:42+00:00,,1253680267820179456,0,8 new cases of COVID-19 have been recorded in Zambia in the last 24 hours; Total Now Stands At 84 https://www.zambianobserver.com/8-new-cases-of-covid-19-have-been-recorded-in-zambia-in-the-last-24-hours-total-now-stands-at-84/,ZambianObserver
2901,#COVID #Zambia #Zedtwitter #StayAtHomeAndStaySafe,0.2681818181818182,Positive,2020-04-24 13:40:26+00:00,,1253680200640016385,1,COVID-19 Zambia: - Zambia records 8 new confirmed cases from Lusaka. 4 community cases and 4 health workers. #COVID-19 #Zambia #Zedtwitter #StayAtHomeAndStaySafe,zadama24
2902,#Covid19Zambia #StayHome #StayHome,0.002840909090909089,Positive,2020-04-24 13:38:29+00:00,,1253679708979388416,0,"UPDATE: Zambia has in the last 24 hours recorded 8 NEW CASES OF COVID 19. 4 of which are health workers, and the other 4 are local transmissions. #Covid19Zambia #StayHome",capitalFM_997
2903,,0.2537878787878788,Positive,2020-04-24 13:35:56+00:00,,1253679069239152643,0,8 new Covid-19 cases have been recorded in the last 24hrs in Zambia. Please keep safe!,MulundaArchie
2904,#Covid #Zambia,0.1787878787878788,Positive,2020-04-24 13:33:44+00:00,,1253678513401495555,31,UPDATE: CORONAVIRUS CASES SURGE BY 8; TOTAL NOW STANDS AT 84 PRESIDENT @EdgarCLungu has confirmed 8 new #Covid-19 cases in #Zambia ,Mwebantu
2905,,0.30000000000000004,Positive,2020-04-24 13:08:15+00:00,,1253672101774536705,0,"With the whole world facing the unprecedented impact of the COVID-19 pandemic, GET FiT Zambia will inevitably feel the impacts. Some impacts have already materialized ",getfitzambia
2906,,0.0,Neutral,2020-04-24 13:03:03+00:00,,1253670792589500417,0,Zambia: Covid-19: Mining firms in Zambia seek government relief package https://www.mining-technology.com/news/zambia-seek-government-relief-package/ @MINE_Magazine ザンビア：鉱業協会、政府に対して緊急支援措置を要請｜JOGMEC金属資源情報,sndwky
2907,#jointheconversation #zambia #anchorpodcast #podcast #covid19 #stayhome #stayhome,0.19523809523809524,Positive,2020-04-24 12:33:51+00:00,,1253663443443429376,3,Episode 4 :A Special Episode on COVID-19 discusses why we don't want to overwhelm the healthcare system and the importance of social distancing. #jointheconversation #zambia #anchorpodcast #podcast #covid19 #stayhome https://twitter.com/Convoswleelabee/status/1253656989407870977/video/1,Convoswleelabee
2908,,0.0,Neutral,2020-04-24 12:20:00+00:00,,1253659956944924674,2,"Menteri Pariwisata dan Seni Zambia Ronald Chitotela, pada Rabu (22/4), mengatakan bahwa sekitar 400 juta dolar AS (Rp6,2 triliun) dapat hilang di sub-sektor jasa dan non-layanan di sektor pariwisata akibat COVID-19 ",XHIndonesia
2909,#Mwebantu #Covid #Zambia,0.0,Neutral,2020-04-24 11:46:32+00:00,,1253651537219461120,6,"#Mwebantu, what are your expectations from this afternoon's address by President @EdgarCLungu on the measures to combat #Covid-19 in #Zambia ? State House. ",Mwebantu
2910,#Zambia,0.0,Neutral,2020-04-24 11:21:14+00:00,,1253645168345001984,23,JUST IN: PRESIDENT @EdgarCLungu TO ADDRESS THE NATION ON COVID- 19 PANDEMIC AT 15:00 HOURS TODAY. #Zambia ,Mwebantu
2911,,0.2681818181818182,Positive,2020-04-24 11:13:51+00:00,,1253643312571039746,0,"Covid has brought out one important truth about Zambia, which is ,it is not governed by laws citizens live at the opinions and intuition of their misleaders , if they wake up and say no rights then that’s it",mumbamumba6
2912,,0.2375,Positive,2020-04-24 10:51:54+00:00,,1253637787959599104,0,Can I pick your brain for a min Sir @HHichilema ? I'm seeing a lot of pictures of how out of control Covid is in other countries that they're struggling to bury their own for a multitude of reasons. In the event that the pandemic got out of control in Zambia &amp; we begin to...,Samm_Sid
2913,,0.0,Neutral,2020-04-24 10:45:45+00:00,,1253636239619751936,0,UPDATE: The Republican President Edgar C. Lungu will this afternoon address the Nation of Zambia regarding the status of Covid-19 Infections and measures.,MulundaArchie
2914,,0.13636363636363635,Positive,2020-04-24 10:32:57+00:00,,1253633019556044801,8,"A new interview in Surge Ahead, this time in Zambia. We finish the week with Dr John Kachimba, SURG-Africa principal investigator who provides an update on how surgery is responding to the Covid-19 in his country. https://www.youtube.com/watch?v=hbLnqUw88dI",SURGAfrica
2915,,0.48125,Positive,2020-04-24 10:32:45+00:00,,1253632967982882817,13, Art lovers! Chena Gallery is hosting an online auction of Zambian art on the 20th of May! They’ve curated a great selection of really outstanding pieces. Proceeds go to the Zambia Covid Fund! More on Chena at: http://www.chena-gallery.com,mwiyas
2916,,0.0,Neutral,2020-04-24 10:28:16+00:00,,1253631837886394370,1,"Abantu balifulungana Ati,""BOLABET should begin thinking outside the box. Say, COVID 19 today zambia will record 5.5 cases over/under. Italy 900 cases over/under"" ",malamachief
2917,#travvc #Covid_19 #zambia,0.25,Positive,2020-04-24 10:28:13+00:00,,1253631825576157186,0,We are developing a global trading app #travvc. Clink here to learn more https://www.transconglobal.co.za/#/travvc #Covid_19 #zambia ,Transconglobal
2918,#givingishealing,0.4,Positive,2020-04-24 10:20:24+00:00,,1253629860456660992,0, : Esnart Mangwato from Zambia I am Gender Activist. I believe giving yourself to the poor is the best gift ever. I support Giving is Healing Foundation to Africa and the World. Let’s continue to stay safe and keep healthy in this season of Covid 19 pandemic. #givingishealing,giving1shealing
2919,#StaySafeZambia,-0.25,Negative,2020-04-24 10:19:31+00:00,,1253629636841439237,0,"When someone coughs or sneezes they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease. #StaySafeZambia",Aflife_Zambia
2920,#givingishealing,0.4,Positive,2020-04-24 10:18:46+00:00,,1253629449846865921,0, : Esnart Mangwato from Zambia I am Gender Activist. I believe giving yourself to the poor is the best gift ever. I support Giving is Healing Foundation to Africa and the World. Let’s continue to stay safe and keep healthy in this season of Covid 19 pandemic. #givingishealing,giving1shealing
2921,,0.6666666666666666,Positive,2020-04-24 09:57:09+00:00,,1253624008203010048,1,"""And Corona fires a shot from the penalty spot, but Zambias best goal keeper, Miles Sampa 'saves' the shot. What a save! He passes the ball to Trade Kings who quickly make a counter attack against Covid FC. 70 mins to go in this match, Zambia 37, Corona 3."" ",DavidNcubeSnr
2922,,0.08888888888888889,Positive,2020-04-24 09:54:26+00:00,,1253623324032327680,0,Serious financial issues and the Covid-19 pandemic brings unprecedented challenges for Zambia over the coming months... ,Build_It_Int
2923,#ShiftThePower,0.0,Neutral,2020-04-24 09:42:29+00:00,,1253620316527566849,1,Facing the same challenge in Zambia. Donors have simply disappeared in response to Covid_19 Donor adaptability is imperative especially where governments are incapacitated and overwhelmed. #ShiftThePower,mbao_ngula
2924,#TRENDING,0.0,Neutral,2020-04-24 08:48:22+00:00,,1253606698390114305,0,#TRENDING in South Africa. The South African National AIDS Council is calling for the testing of TB and HIV to happen alongside the screening of COVID-19. Would you want this to happen in Zambia? Before you are… https://www.instagram.com/p/B_W4L4DHujP/?igshid=18v7cnhftsjd1,ZedGossip
2925,,0.0,Neutral,2020-04-24 08:06:27+00:00,,1253596149862338560,0,"CELIM organizza «Lo Zambia ai tempi del Covid-19» webinar che, martedì 28 aprile alle ore 17, parlerà dell’epidemia di coronavirus in Africa, della diffusione in Zambia e nelle carceri dove la nostra Ong opera con un suo progetto https://www.celim.it/it/2020/04/23/italia-webinar-la-parola-ai-cooperanti/",CELIMMilano
2926,,0.0,Neutral,2020-04-24 08:05:42+00:00,,1253595960850165769,1,"Help us combat COVID-19 in rural Zambia! In Serenje District, Zambia, Community Health Volunteers have reduced child mortality from severe malaria by 96% through MAM. Now they're turning their attentions to COVID-19. Find out how and get involved: http://www.transaid.org/news/combatting-covid-19-in-zambia-with-mam/",TransaidOrg
2927,,-0.06666666666666665,Negative,2020-04-24 07:14:42+00:00,,1253583127294992384,4,"Kenyan and TZ truckers have rendered our otherwise watertight covid strategy useless. Here's how Zambia, also a landlocked country is handling trucker drivers: 'Relay System': a driver from Kenya on reaching Busia hands over the vehicle to a (verifiably clean) driver on our side ",BernardSabiti
2928,,-0.0625,Negative,2020-04-24 07:02:33+00:00,,1253580069030821889,6,"Chitotela says Zambia will lose about US$420 million in revenue and about 300,000 jobs in the tourism sector due to the COVID-19 pandemic if the status quo remains the same by December, 2020.",OfficialShawa
2929,,0.0,Neutral,2020-04-24 06:52:25+00:00,,1253577517551751170,0,Help Zambia Fight Covid-19 ,MissMwale_RE
2930,,0.0,Neutral,2020-04-24 03:59:02+00:00,,1253533886677577729,0,Zambia medical association calls for enhanced protection of health workers amid COVID-19 outbreak - News Ghana ,zambia_travels
2931,,0.0,Neutral,2020-04-24 02:30:13+00:00,,1253511534401277952,0,IVANKA THREATENS TO SHAKE ZAMBIA THAN COVID-19 ,OcentNation
2932,#Zambia #Kenya #Lusaka,0.0,Neutral,2020-04-24 01:16:03+00:00,,1253492868364111872,1,"Our April COVID-Resilience newsletter is out. Join IIX and our partners to build resilience one country at a time across the Global South, from #Zambia to #Kenya and beyond! @cleancooking @Samasource @IIXglobal #Lusaka @christiankingo1",IIXglobal
2933,,0.35,Positive,2020-04-24 00:41:46+00:00,,1253484242010505220,0,Is it true that is covid 19?,Staffnjovu
2934,,0.06249999999999997,Positive,2020-04-24 00:32:50+00:00,,1253481991984615425,0,Now available here in the US ... Buy a Mask - Build a Home! Let’s help slow the spread of COVID-19 together by wearing your handmade masks from Zambia from Okodwela Non-Profit! http://Okodwela.org ** Email orders to: shop@okodwela.org include your Name - Address - Qty,Frankeltastic
2935,#RT #Zambia #Africa #Politics,0.35,Positive,2020-04-24 00:30:48+00:00,,1253481483232260099,0,Chingola Records 2 Covid-19 Cases3.0 | Zambian Politics News - (Full Story: http://www.zambianpolitics.com/chingola-records-2-covid-19-cases3-0-zambian-politics-news/ ) #RT #Zambia #Africa #Politics,ZMPolitics
2936,,0.0,Neutral,2020-04-23 23:44:52+00:00,,1253469922023419913,1,"It’s madness! At this rate you will hear that ZESCO, IDC and all parastatals have donated. The every Ministry will follow with their donations. Then the Army, Police, ZNS and ZAF will also queue up to make donations for COVID-19. Then finally the Bank of Zambia will also donate !",normanchips
2937,,0.34375,Positive,2020-04-23 23:13:30+00:00,,1253462028351610891,8,"Why is Zambia so full of drama under the PF Government? How on earth can ZRA use taxpayers’ money to donate to the Government? Is ZRA now allowed to run businesses, hence donating part of their profit ! Now it’s clearthat, COVID-19 is being used to transfer to PF- ready for 2021!",normanchips
2938,,0.6000000000000001,Positive,2020-04-23 22:59:13+00:00,,1253458432260276226,0,"Thank you for this COVID-19 video for kids. I posted on my Facebook yesterday, I have shared with over 200 parents. From Gambia to South Sudan to Zambia etc. Parents are filled with joy. Thank you, thank you.",Folasade_Ade
2939,#WASH #covid #infra #zambia,0.06666666666666668,Positive,2020-04-23 21:51:54+00:00,,1253441492200407045,1,"Innovation in urban #WASH needed to tackle #covid, including decentralised #infra services and digital payment systems. Already much going on in #zambia via @WSUPUK @WateraidZambia @LiveCleanZM which needs to be supported, as well as seized by need to progress &amp; scale quicker.",SteveBeel
2940,,0.3814285714285714,Positive,2020-04-23 20:42:42+00:00,,1253424076829241347,0,We kind of consider ourselves very fortunate for not having a total lockdown as experienced by many countries around the globe. In Zambia it's 'business as usual' for most people. I hope it stays this way until covid-19 is kept in check.,NdabaCEO
2941,,0.08380952380952379,Positive,2020-04-23 20:40:16+00:00,,1253423464309907458,0,"We have a better healthcare sys. than Zambia (?), although ours will be quickly overrun by cvd patients if we don't isolate. Joblessness &amp; poverty won't kill nearly as many people as covid in US bc of gov. assistance. Again: The sick &amp; the dead can't work. Can't get around that.",DforReal1982
2942,#Zambia #socialcashtransfers,-0.01833333333333333,Negative,2020-04-23 20:36:25+00:00,,1253422495819919360,21,"Critical read for policy makers in #Zambia. COVID-19 exacerbates and reveals existing systemic weaknesses. Social protection, inc #socialcashtransfers will be key part of response, aided by international donors. But restructuring of other inefficient mechanisms needed too.",SteveBeel
2943,,0.0,Neutral,2020-04-23 19:36:01+00:00,,1253407296442568712,12,Kudos to Stanbic Bank Zambia for offering debt relief to both individual and corporate customers affected by the COVID-19 pandemic. Debt relief will allow customers to suspend interest payments until they regain the capacity to service their loans.,CPutaChekwe
2944,#RT #Zambia #Africa #Politics,0.2,Positive,2020-04-23 19:28:34+00:00,,1253405422624661505,0,COVID-19 donations attract Auditor General | Zambian Politics News - (Full Story: http://www.zambianpolitics.com/covid-19-donations-attract-auditor-general-zambian-politics-news/ ) #RT #Zambia #Africa #Politics,ZMPolitics
2945,,0.0,Neutral,2020-04-23 19:24:12+00:00,,1253404324694298625,3,https://www.thet.org/get-involved/events/ Join Brighton Lusaka Pharmacists link at this event with Mr Aubrey Kalungia Our Co-chair Zambia on the panel about how partnerships can respond to COVID-19. @BrightonLusaka @BSUH_NHS @Bambalaandrewm @morse_fiona @GlobalPharmMSc @GlobHealth_BSMS,AnjaStClairJone
2946,,0.225,Positive,2020-04-23 17:41:25+00:00,,1253378457867825153,0,Why does this look more like a style shoot than anything to do with either UNV or COVID? Excuse my wierdo brain....,dizainatweets
2947,,0.0,Neutral,2020-04-23 16:58:46+00:00,,1253367725390532608,0,Kulibe ka covid bundle ba @MTN_Zambia,Siku_Malamo
2948,,0.0,Neutral,2020-04-23 16:52:00+00:00,,1253366022746320898,1,Zambia Revenue Authority has donated tax payers money to government to fight Covid-19 ,1kampamba
2949,,0.0,Neutral,2020-04-23 16:50:19+00:00,,1253365595963142144,0,"[CORRECTION] HAPPENING TOMORROW! Lessons From The Frontline: COVID-19 Preparedness in Lusaka, Zambia - https://mailchi.mp/msm/it-may-be-time-to-consider-telehealth-for-your-practice-441065",HIB_Solutions
2950,,0.1,Positive,2020-04-23 16:28:07+00:00,,1253360009817325568,0,"We don't want conflicts in the region, deliberately created by terrorist gangs. Economies have been affected by the covid-19 pandemic, yet the terrorist gang seems not to understand, as they are busy trying to create conflicts between Zambia &amp; it's neighbors. Help halt the action",brianba01233856
2951,,0.0,Neutral,2020-04-23 16:09:35+00:00,,1253355346728452103,0,"Guysssss, Covid-19 is now in nakonde border! Some copperbelt couple who went to dar-es-saalam to do chipwena over the easter holidays..came back to Zambia and stayed at some lodge for 5 days in nakonde ",queenbae88
2952,,0.0,Neutral,2020-04-23 15:59:58+00:00,,1253352924702539777,0,They're trying to wake up a sleeping dog. Fella who can't pronounce COVID-19 leading efforts to combat it. That Zambia man should relocate to the Villa and do some konking.,Enwagboso
2953,,0.0,Neutral,2020-04-23 15:59:39+00:00,,1253352847502082049,1,They're trying to wake up a sleeping dog. Fella who can't pronounce COVID-19 leading efforts to combat it. That Zambia man should relocate to the Villa and do some konking.,Enwagboso
